Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,6.886815863330119
M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,11.310578804844797
M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,11.484940408894506
F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9.128496330475235
F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,11.54668175764838
F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,10.613125729533335
F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,11.869233255929684
F,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,12.470565310841277
F,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,13.656954995423668
I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,1.150684767654723
I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,1.9522035831195934
I,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7.875336874287682
I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6.815190368159028
I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,5.56937017811093
I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,5.981049577082752
I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,2.941235698689992
I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,6.578476042765268
I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,10.700172471160553
I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,6.466413996540329
I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,9.808675645925371
I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,6.006774338997941
I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,4.05716018518497
I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,12.08278034890413
I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,11.163501210450246
M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,5.638582956106157
M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,7.705695238769457
M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,12.445526893579363
I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,2.258411749944651
I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11.930209510915239
I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,13.2114258807016
I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,8.863245081988973
F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,9.877985049424185
M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,7.71849099092516
M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,6.103883407323439
F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,10.169038170482425
I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,7.747880029653595
I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,9.701236420959962
M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,6.721281525905649
F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,11.245475595789683
I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,10.66196189976086
M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8.194559101329531
F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13.854978795592135
M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,6.420410644064221
I,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,7.3585119124674
M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,9.580553012673517
M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,12.24413832523075
M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,8.008798820060917
F,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,12.526999841989648
I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,10.127751037473
M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,12.338623845343932
M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9.460279733022784
M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,9.138982261089676
M,0.63,0.49,0.16,1.09,0.407,0.224,0.354,14.934735537580233
F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,7.07949669670114
F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10.495072809892726
F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,12.762272418694629
F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,8.191268700445644
F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13.013886482373918
F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,16.168901636815395
M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,7.159266418423936
M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,16.663903597408726
F,0.675,0.54,0.21,1.593,0.686,0.318,0.45,8.904912958522939
M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13.64059896342999
F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,7.7793792668038755
F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11.870648892587202
M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,9.47729061357265
I,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3.8286878085279055
I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,8.213349964402516
I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,6.919356395863982
I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,4.73594462571255
M,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,8.015229385056866
I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,9.56155293396481
F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,7.828300805776686
M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,9.436414415946931
F,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8.266441901432998
I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,5.644197033453677
M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,4.6217166730742365
F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12.739081619967644
I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8.193373181710255
I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6.800351543019513
I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8.787700016031568
M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,9.250569213531678
M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,2.7806905128656867
M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,10.35586442443729
M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,9.044181498049456
M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10.722403925353008
M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,11.786685064463814
F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,7.483294367546634
F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9.392788032814673
M,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7.807417675765586
M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11.362073960576014
F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,9.581018433166141
M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,9.288560169283661
M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,12.436302706545133
F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,14.08629430079681
M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,11.47819564207932
F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,7.842336787040707
F,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,12.292461252862134
M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11.100055030836593
M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,4.959924633365295
F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,6.865974681526756
M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9.479545879033832
I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,3.3547364831239923
I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,7.581210111841696
M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,10.631670758767775
F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9.782036519955923
M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,12.312270004062668
F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9.660404258590855
M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,19.464127263101147
M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,11.988985389293411
M,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11.055829551903944
I,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,4.869511003351086
M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,7.550095418715779
F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,13.809948207192873
M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,4.295750650707146
F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,5.16156433676118
M,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10.468266147518369
M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,11.401152711577655
F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,10.037195959905024
F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,10.725678103105595
M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,11.988939232638192
I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,8.284138099593662
M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16.24466019609961
F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,8.604007662287376
F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9.662486481296694
F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,13.328842442565097
F,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14.65004005206491
M,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,9.601853505838129
F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18.448825864028915
I,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5.746720584243267
M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,20.087426891909377
F,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,9.152339358968124
F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15.255116165174634
F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8.510703016963381
F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,10.592044426570833
M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,14.27020521243478
F,0.45,0.36,0.11,0.447,0.203,0.082,0.13,9.837729518914175
F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,6.207653604411137
I,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,4.750915156629604
F,0.525,0.41,0.15,0.708,0.274,0.151,0.25,11.577116413660455
M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,6.28845242806581
M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16.301594843572143
F,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,13.808985932033481
M,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,11.238838087401025
F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,16.035941370753896
I,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,4.795775579549677
F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,8.391726526278841
F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,12.241800008050689
M,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10.612264801647443
I,0.29,0.225,0.075,0.152,0.071,0.059,0.045,8.8053777342547
I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,11.3573059086476
F,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,4.901992859897871
F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,10.029594822124626
F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,11.953750461989591
M,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,13.654702341950992
M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,15.079193416068136
F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12.952818927401806
F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,11.887931689476053
I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,7.40110121555238
M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,13.764613781757685
F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,10.840969673713502
M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,11.77421276101009
F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,16.973152316651298
F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10.018519050133964
I,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,0.790129195443539
M,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,13.737192897084729
F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12.724779331504598
I,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,-0.0561361122858548
M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,18.896446654664917
M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,17.40615353800092
M,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6.926892489725341
M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,0.5860498425243041
I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,10.90648859758091
I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,8.072640687467379
F,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,7.326666414155985
M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,9.78734141325303
I,0.355,0.27,0.1,0.216,0.083,0.037,0.075,6.01376631224019
I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15.763428541749107
I,0.54,0.4,0.145,0.757,0.315,0.181,0.215,15.98449786726138
I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,23.688998061545437
I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11.624450767444268
F,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,12.65452785595442
I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,12.484848635489914
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18.576089821336318
I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,12.431159288492193
M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,5.521650128603467
M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,12.151898233212727
I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10.408443775005518
M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,13.457024986397277
F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20.463335105323875
F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,9.398972356567587
I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,9.370354328019854
I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,15.974147829093251
I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,8.490509418729292
F,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16.6692484543598
F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,20.344157809972135
I,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17.586629356943543
F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,10.51225556263784
I,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,5.813958029034956
I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5.01230107118638
M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,9.23574505225232
F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,12.398259243621013
M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13.504868463648693
F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,9.030227682622723
M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,8.875255896455819
M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,8.94990710040451
F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,16.221258241995116
F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,8.992996347703961
M,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,13.834695369799746
M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,21.555036891271733
I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,5.992382916532596
M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,10.852688993902825
M,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,13.871629125924557
F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12.947994335434736
F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,15.5443958042145
F,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,12.640040262344776
F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,16.330231160435886
I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,4.149933100457785
I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,11.204649850278365
M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7.636802739647197
I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,7.690728901546729
F,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,11.730115227816404
F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,6.661976675186929
F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,6.583811197953734
F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,12.245099539518984
M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,12.274561894737754
M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,13.554464512820992
F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,9.859578892408809
I,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,2.5736113776388923
I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,1.9231384087356522
I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,5.312807434392784
I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,9.32214275966514
I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,2.579011948316693
I,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,7.216958560175155
I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6.419138762333098
I,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,2.4524533556029744
I,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,5.195612295240179
M,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,10.490862137312256
I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7.553870147680574
I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,10.019352138388188
I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6.083157755265922
I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,6.673674189288828
I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,10.247599079932446
M,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,6.149679422815215
M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,5.904853828734464
F,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,6.104620928018466
M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,7.830528476113533
I,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,5.203846176194231
F,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6.355972485282366
M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,11.50035117944302
M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,8.441830346207158
F,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,7.373432426250025
F,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,7.524614466594342
M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,6.840018559020742
F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,14.070795215311007
M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10.005720936531102
M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,10.681365555423376
M,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,13.012679781569785
M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,11.947960201918738
I,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,6.848323464303739
I,0.245,0.175,0.055,0.0785,0.04,0.018,0.02,4.885919459335266
I,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,3.796093987900234
I,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,4.597223983091863
I,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,5.51755069152096
I,0.415,0.31,0.095,0.34,0.181,0.057,0.083,7.266043748043023
I,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7.781504871639587
I,0.48,0.35,0.105,0.635,0.352,0.127,0.135,5.268038513595308
I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,9.264732055533079
I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,9.072267805012057
M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,8.741057309533478
F,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,13.780701095766872
M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,12.363226907135765
F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,10.626130320812067
M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,16.68442894379936
M,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8.706528063929055
M,0.61,0.475,0.15,1.142,0.62,0.237,0.245,8.58344200061883
M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,6.455712126053953
F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,10.92626225541758
M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,7.476287745430574
M,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10.129295653763013
M,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10.960641499733597
F,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9.656098825238475
M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,6.9546785484139475
M,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,5.40245748517216
M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10.307666964612586
F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,15.438095627835164
F,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,12.790408157586437
M,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11.116931131323852
I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,5.337515195695266
I,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,3.1369128942642246
I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,9.513653702611748
I,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,8.841501281919372
I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6.926296770349925
I,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,7.543157013570091
I,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,11.971323904951735
I,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,9.280620091984808
I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,4.483110723818035
I,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8.962925426435804
I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,9.909049825391111
M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7.440725889446829
I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,12.947601773214835
I,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,6.302315932065532
I,0.54,0.415,0.155,0.702,0.322,0.167,0.19,9.702211801739118
I,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,7.329001627294788
I,0.56,0.44,0.155,0.811,0.3685,0.178,0.235,11.986993597168581
F,0.575,0.45,0.12,0.9585,0.447,0.169,0.275,10.571783907144459
I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,13.158341763348677
F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10.517026908347423
F,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,10.711153813066936
F,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,9.83574935555006
M,0.59,0.45,0.16,0.998,0.445,0.214,0.301,7.69833602039685
M,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,9.478302987516939
M,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,9.666301916984358
F,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,11.363106484753107
M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,11.905529182220846
M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,7.728063312924316
M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,12.881358846093395
M,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,12.701078545308857
F,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,9.487313089292565
F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,12.234375743327165
F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,8.811519122241354
M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,8.961439861002068
F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,8.354606266247046
F,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,6.759687948952592
M,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,7.926578643612429
I,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,6.438807525143064
M,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10.34164998017927
M,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,6.750887192759805
F,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,12.129965368254124
F,0.64,0.49,0.18,1.36,0.653,0.347,0.305,8.246128877346454
I,0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6.2714979061263065
I,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7.808789381411933
I,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,4.345343692309793
I,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,9.314972279440603
I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8.993168239665978
I,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,10.733066163344578
I,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,10.196985414457796
I,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,9.260696544769191
I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,6.179313250843666
I,0.52,0.4,0.14,0.622,0.278,0.1455,0.169,7.658698931051341
M,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,9.366282706244643
I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,6.439664880888019
I,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,11.497394013559393
M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,5.789967141789915
M,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,10.251925699094294
I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,6.434178704408202
M,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11.52145482750885
I,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,11.533044613009583
M,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,9.082816460549179
F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,7.704080497562417
M,0.585,0.51,0.16,1.218,0.639,0.241,0.3,12.57948257202533
